2024-03-20 12:50:39.787  INFO 31400 --- [main] (system) c.example.MyProjectBackendApplication    : Starting MyProjectBackendApplication using Java 17.0.8.1 with PID 31400 (C:\idea\project\myproject\my-project-backend\target\classes started by Administrator in C:\idea\project\myproject)
2024-03-20 12:50:39.789  INFO 31400 --- [main] (system) c.example.MyProjectBackendApplication    : The following 1 profile is active: "dev"
2024-03-20 12:50:41.091  INFO 31400 --- [main] (system) .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2024-03-20 12:50:41.094  INFO 31400 --- [main] (system) .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-20 12:50:41.138  INFO 31400 --- [main] (system) .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 26 ms. Found 0 Redis repository interfaces.
2024-03-20 12:50:41.921  INFO 31400 --- [main] (system) o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2024-03-20 12:50:41.933  INFO 31400 --- [main] (system) o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-03-20 12:50:41.934  INFO 31400 --- [main] (system) o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.11]
2024-03-20 12:50:42.052  INFO 31400 --- [main] (system) o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2024-03-20 12:50:42.054  INFO 31400 --- [main] (system) w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2207 ms
2024-03-20 12:50:43.215  INFO 31400 --- [main] (system) com.example.config.MinioConfiguration    : Minio
2024-03-20 12:50:43.855  INFO 31400 --- [main] (system) o.s.s.web.DefaultSecurityFilterChain     : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@65c689e7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@a6a2c20, org.springframework.security.web.context.SecurityContextHolderFilter@353422fd, org.springframework.security.web.header.HeaderWriterFilter@f5167f0, org.springframework.security.web.authentication.logout.LogoutFilter@45e35a0d, com.example.filter.JwtAuthenticationFilter@b5de9ac, com.example.filter.RequestLogFilter@38a96593, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7f5ecada, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5cc669d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@47666b39, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5d04fbb7, org.springframework.security.web.session.SessionManagementFilter@6b576ff8, org.springframework.security.web.access.ExceptionTranslationFilter@6ad26381, org.springframework.security.web.access.intercept.AuthorizationFilter@2336d3f]
2024-03-20 12:50:44.274  WARN 31400 --- [main] (system) ocalVariableTableParameterNameDiscoverer : Using deprecated '-debug' fallback for parameter name resolution. Compile the affected code with '-parameters' instead or avoid its introspection: org.springframework.amqp.rabbit.core.RabbitAdmin
2024-03-20 12:50:44.341  INFO 31400 --- [main] (system) o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2024-03-20 12:50:44.345  INFO 31400 --- [main] (system) o.s.a.r.c.CachingConnectionFactory       : Attempting to connect to: [47.242.63.83:5672]
2024-03-20 12:50:44.773  INFO 31400 --- [main] (system) o.s.a.r.c.CachingConnectionFactory       : Created new connection: rabbitConnectionFactory#1308ef19:0/SimpleConnection@53153d5e [delegate=amqp://admin@47.242.63.83:5672/, localPort=60985]
2024-03-20 12:50:45.382  INFO 31400 --- [main] (system) c.example.MyProjectBackendApplication    : Started MyProjectBackendApplication in 6.265 seconds (process running for 7.343)
2024-03-20 12:50:55.436  INFO 31400 --- [http-nio-8080-exec-1] (system) o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-20 12:50:55.437  INFO 31400 --- [http-nio-8080-exec-1] (system) o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2024-03-20 12:50:55.438  INFO 31400 --- [http-nio-8080-exec-1] (system) o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2024-03-20 12:50:56.049  INFO 31400 --- [http-nio-8080-exec-1] (83140944467202048) com.example.filter.RequestLogFilter      : 请求URL: "/api/user/info" (OPTIONS) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {}
2024-03-20 12:50:56.267  INFO 31400 --- [http-nio-8080-exec-1] (83140944467202048) com.example.filter.RequestLogFilter      : 请求处理耗时: 219ms | 响应结果: {"code":401,"data":null,"id":83140944467202048,"message":"Full authentication is required to access this resource"}
2024-03-20 12:50:56.335  INFO 31400 --- [http-nio-8080-exec-3] (83140945675161600) com.example.filter.RequestLogFilter      : 请求URL: "/api/user/info" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: admin (UID: 2) | 角色: [ROLE_user] | 请求参数列表: {}
2024-03-20 12:50:56.588  INFO 31400 --- [http-nio-8080-exec-3] (83140945675161600) com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2024-03-20 12:50:57.001  INFO 31400 --- [http-nio-8080-exec-3] (83140945675161600) com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5292e8a8
2024-03-20 12:50:57.004  INFO 31400 --- [http-nio-8080-exec-3] (83140945675161600) com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2024-03-20 12:50:57.179  INFO 31400 --- [http-nio-8080-exec-3] (83140945675161600) com.example.filter.RequestLogFilter      : 请求处理耗时: 844ms | 响应结果: {"id":83140945675161600,"code":200,"data":{"username":"admin","email":"3061588683@qq.com","role":"user","avatar":"/avatar/79cc4e754f9a478180510d596b7c033c","registerTime":"2024-03-15T06:42:09.000+00:00"},"message":"请求成功"}
2024-03-20 12:50:58.360  INFO 31400 --- [http-nio-8080-exec-4] (83140954164432896) com.example.filter.RequestLogFilter      : 请求URL: "/api/forum/weather" (OPTIONS) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: 未验证 | 请求参数列表: {"longitude":"33.068856","latitude":"107.053003"}
2024-03-20 12:50:58.362  INFO 31400 --- [http-nio-8080-exec-4] (83140954164432896) com.example.filter.RequestLogFilter      : 请求处理耗时: 3ms | 响应结果: {"code":401,"data":null,"id":83140954164432896,"message":"Full authentication is required to access this resource"}
2024-03-20 12:50:58.371  INFO 31400 --- [http-nio-8080-exec-10] (83140954214764544) com.example.filter.RequestLogFilter      : 请求URL: "/api/forum/weather" (GET) | 远程IP地址: 0:0:0:0:0:0:0:1 │ 身份: admin (UID: 2) | 角色: [ROLE_user] | 请求参数列表: {"longitude":"33.068856","latitude":"107.053003"}
2024-03-20 12:50:58.906 ERROR 31400 --- [http-nio-8080-exec-10] (83140954214764544) o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed: java.lang.NullPointerException: Cannot invoke "com.alibaba.fastjson2.JSONArray.getJSONObject(int)" because the return value of "com.alibaba.fastjson2.JSONObject.getJSONArray(String)" is null] with root cause

java.lang.NullPointerException: Cannot invoke "com.alibaba.fastjson2.JSONArray.getJSONObject(int)" because the return value of "com.alibaba.fastjson2.JSONObject.getJSONArray(String)" is null
	at com.example.service.impl.WeatherServiceImpl.fetchFromCache(WeatherServiceImpl.java:40)
	at com.example.service.impl.WeatherServiceImpl.fetchWeather(WeatherServiceImpl.java:33)
	at com.example.controller.ForumController.weather(ForumController.java:20)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.base/java.lang.reflect.Method.invoke(Method.java:568)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:150)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:884)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1081)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:974)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:110)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:110)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:365)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:131)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:85)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:227)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:221)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at com.example.filter.RequestLogFilter.doFilterInternal(RequestLogFilter.java:39)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at com.example.filter.JwtAuthenticationFilter.doFilterInternal(JwtAuthenticationFilter.java:40)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:352)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:268)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
